Title,count
Ligne 3 - Travaux - Eglise-Mairie,1
Ligne J: Paris-Conflans Ste Honorine 21/05 - 07/06,13
Ligne E Magenta - Haussmann : suppression le 2/06,1
Melun_travaux rue Edouard Branly,1
Bus 125 : Travaux - Arrêt(s) non desservi(s),7
Bus 207 : Travaux - Arrêt(s) non desservi(s),10
⚠️🚍Déviation - Ligne F4 - Le dimanche 2 juin 2024,1
"Perturbation inopinée ligne 9105, le lundi 3 juin",1
⚠️Perturbation – Ligne 300 – Du 29 mai 2024 jusqu’à la fin des travaux,1
⚠️Déviation - Ligne 34 - Du 20 Novembre 2023 au 05 Juillet 2024,1
Perturbation - Ligne 23 - Le dimanche 02 juin 2024,1
Bus 60 : Travaux - Arrêt(s) non desservi(s),1
Ligne J : Argenteuil - Ermont du 21/05 au 07/06,26
RER D Paris Melun/Corbeil interruption 03/05-05/07,118
Bus 256 : Travaux - Arrêt(s) non desservi(s),1
Ligne P : Paris Est - Provins du 3/06 au 19/07,35
Terres d'Envol - Ligne 43 - Travaux,1
Ligne T11 : trafic ralenti sur toute la ligne,1
Bus 66 : Manifestation - Arrêt(s) non desservi(s),1
Bus N71 : Travaux - Arrêt(s) non desservi(s),2
⚠️🚍Déviation - Ligne 23A- Du 29 mai au 28 juin 2024,1
⚠️Travaux - Ligne 27 - Du 3 au 5 Juin 2024,1
Bus 67 : Travaux - Arrêt(s) non desservi(s),1
Bus 213 : Travaux - Arrêt(s) non desservi(s),1
Bus 123 : Manifestation - Arrêt(s) non desservi(s),1
Ligne N : Paris - Rambouillet du 3 au 7 juin 2024.,3
⚠️Perturbation - Ligne 420 – Du 13 mai au 11 juin 2024,1
RESEAU SENART DEVIATION POUR LE 21 JUIN 2024,1
Dammarie-les-Lys - Travaux ZA Chamlys,1
Bus N16 : Travaux - Arrêt(s) non desservi(s),8
Bus 117 : Manifestation - Arrêt(s) non desservi(s),2
"Franklin D. Roosevelt : Jeux de Paris 2024 - Station fermée, correspondances impossibles",1
Bus 566 : Travaux - Arrêt(s) non desservi(s),2
⚠️🚍Déviation - Lignes 6172_6181 - Du 13 mai au 16 juin 2024 de 09h00 à 16h00,22
Ligne N: Paris Montp. - Rambouillet du 01 au 05/07,4
"Filéo, un service avec réservation",1
Ligne E : Haussmann St-L. - Chelles-Gournay 21/06,1
Ligne H : Paris Nord - Persan du 02/05 au 05/07,47
Métro 3B : Incident (intervention conducteur) - Train stationne,1
Métro 14 : Travaux - Autre,1
Bus N42 : Travaux - Arrêt(s) non desservi(s),2
Bus 320 : Travaux - Arrêt(s) non desservi(s),2
Bus 353 : Manifestation - Arrêt(s) non desservi(s),1
Bus 209 : Travaux - Arrêt(s) non desservi(s),1
Bus 87 : Manifestation - Arrêt(s) non desservi(s),2
"\"L4 et L20 \"\"Collège Guyonnerie\"\" arrêt reporté (22/04 au 02/06/24) FI_2024_044\"",1
Ligne N : Plaisir Gr. - Mantes-la-J 10 au 28/06/24,14
Ligne P : Château-Thierry- Paris Est 14/05 - 13/06,10
L6281 - Du 29/4 au 7/6/24_Val André,1
Ligne C : Austerlitz-Dourdan/Étampes 2/05 au 31/05,26
⚠️Perturbations - Ligne D - Le 1er Juin 2024 de 17h00 à 21h00,1
RER A : Nanterre P – Cergy le H /Poissy 24/06-5/07,9
Ligne L : St-Cloud - Versailles-R.D. le 05/06,1
Métro 4 : Travaux - Trafic interrompu,1
Métro 11 : Travaux de modernisation - Arrêt non desservi,1
Bus 173 : Travaux - Arrêt(s) non desservi(s),2
Ligne P : Paris Est - Provins le 1er/06,1
MLV-L12 Décalage horaire du lundi au vendredi,1
Perturbations - lignes 9 et 11 - le 01/06/2024,1
Bus ORLYBUS : Travaux - Arrêt(s) non desservi(s),1
Bus 64 : Travaux - Arrêt(s) non desservi(s),18
L17 Travaux rue du Grand Noyer (du 04/03 au 29/06/24) (018),1
Ligne H : Paris Nord - Pontoise du 02/05 au 05/07,47
Ligne E : Haussmann - Villiers/Tournan 17/06-19/07,24
Déplacement arrêt Gare de Chelles,1
Montmorency - Perturbation - 1537,1
Bus N12 : Piétonisation de voirie - Arrêt(s) non desservi(s),2
Ligne E : Haussmann St-L. - Tournan 21/06,1
MLV-L2220 travaux RCU direction G.Lagny-Thorigny,1
Bus 187 : Travaux - Arrêt(s) non desservi(s),2
Bus 86 : Travaux - Arrêt(s) non desservi(s),2
Transdev STBC - Ligne 1,1
Ligne J : Les Mureaux - Mantes-la-Jolie 22-23 juin,2
Ligne E : Haussmann - Chelles-G. du 29/06 au 7/07,4
BOISSY-SAINT-LEGER - Gare routière [Phase 2],1
Métro 14 : Travaux - Trafic interrompu,23
Bus 104 : Travaux - Arrêt(s) non desservi(s),2
"⚠️Déviation - Lignes 402, 420, 510, 510P, DM4 -À compter du 13 mars 2024 jusqu’au 30 septembre 2024",1
FERMETURE A13,1
Travaux - R1 et R2N - du 08/04/24 au 28/06/24,1
Bus 86 : Préparation des Jeux de Paris 2024 - Arrêt(s) non desservi(s),2
Bus 239 : Manifestation - Arrêt(s) non desservi(s),2
Bus 86 : Manifestation - Arrêt(s) non desservi(s),2
SENART- Travaux L31- Gare de Savigny,1
Ligne P : Paris Est - Meaux 22/09,1
Bus 215 : Travaux - Arrêt(s) non desservi(s),1
Bus 255 : Travaux - Arrêt(s) non desservi(s),1
SANTENY - Centre Ville,1
"⚠️🚍Déviation - Lignes 6160,6162,6181,6183,6184- Du 4 Mars 2024 jusqu’à la fin des travaux",1
🚧 5123 5124 - Vide-greniers à Maurepas : dimanche 2 juin 2024,1
Ligne A : perturbations,1
Bus 120 : Travaux - Arrêt(s) non desservi(s),2
L6251_Tx de nuit du 3/6 au 7/6,1
"⚠️Travaux - Lignes 6161, 6162, 6163, 6182 et 6185",1
MLV-L32 modification horaires du 06-11 au 05-07-24,1
Ligne E : Haussmann - Chelles-Gournay 6 et 7/07,2
Travaux - Ligne 6145 - Du 16 Mai 2024 jusqu'à la fin des travaux,1
Ligne E : Haussmann - Chelles-G. du 12 au 14/06,3
Ligne P : Paris Est - Château-Thierry 30/06 - 7/07,4
Bus 201 : Travaux - Arrêt(s) non desservi(s),2
Bus N61 : Piétonisation de voirie - Arrêt(s) non desservi(s),2
Bus 263 : Travaux - Arrêt(s) non desservi(s),1
RER D : arrêts non desservis WE 01 et 02 juin 2024,2
RESEAU SENART DEV DU 24 MAI AU 14 JUIN,1
Bus 330 : Travaux - Arrêt(s) non desservi(s),2
Bus 70 : Travaux - Arrêt(s) non desservi(s),4
Ligne N : Paris - Rambouillet du 10 au 14 juin.,4
Bus 87 : Travaux - Arrêt(s) non desservi(s),2
Ligne J : Les Mureaux - Mantes 01-02 et 08-09 juin,4
Réseau Cergy-Pontoise Confluence : Déviation ligne 4 le dimanche 2 juin 2024 en raison des foulées Achèroises,1
"Boulogne Jean Jaurès / Boulogne Pont de Saint-Cloud / Exelmans / Michel-Ange - Auteuil / Michel-Ange - Molitor : Jeux de Paris 2024 - Station fermée, correspondances impossibles",11
"\"\"\"Marie de Saint-Aubin\"\" et \"\"Rue de l'Etape\"\" non desservis (27/05 au 03/06/24)\"",1
MLV-L2221-L2244 arrêts rue du Parc non desservis,1
⚠️🚍Déviation - Du 27 mai 2024 au 07 juin 2024,1
L15 arrêt 'Parc de Vilgénis' vers Massy déplacé (depuis le 04/01/24),1
Bus N41 : Piétonisation de voirie - Arrêt(s) non desservi(s),2
Bus 249 : Travaux - Arrêt(s) non desservi(s),1
Travaux - Ligne 171 - Du 18 Mars jusqu'à la fin des travaux,1
Ligne E : Chelles-Gournay - Haussmann 13 et 14/08,2
Ligne C : suppressions du 01 et 02/06,1
Bus 110 : Travaux - Arrêt(s) non desservi(s),2
Bus N02 : Travaux - Arrêt(s) non desservi(s),2
SUCY-EN-BRIE - Vide Grenier,1
RER D Moins de trains Combs W-E 01 et 02 juin 2024,1
SENART- Travaux L34-L36-L37- Gare de Savigny,1
Ligne P : Paris Est - Meaux du 5 au 9/08,1
"⚠️Travaux - Lignes 6172, 6174, 6177, 6181 et 6183 - Du 13 Mai au 14 Juin 2024 de 09hà 16h",1
Saint-François-Xavier : Jeux de Paris 2024 - Station fermée (sans correspondances),1
Ligne E : Chelles - Haussmann 12/05 au 2/06,4
Fermeture Voie de Compiègne Morsang-sur-Orge,1
CCEJR SUPPRIME LIGNE 68.09,1
Carnaval à Nanteuil-lès-Meaux,1
Ligne E : Haussmann - Villiers du 12 au 16/08,4
MLV-L2262 travaux rue de Paris à Coupvray,1
MLV-L2223 évènement Montévrain le 01-06-24,1
Bus 269 : Travaux - Arrêt(s) non desservi(s),5
Ligne C : Austerlitz – Étampes/Dourdan - Dim soirs,5
Bus 189 : Travaux - Arrêt(s) non desservi(s),2
Bus N13 : Piétonisation de voirie - Arrêt(s) non desservi(s),2
"Ligne J : Paris - Val de Reuil 25-26/05, 01-02/06",4
"\"Réseau Ile-de-France Ouest : Ligne Express 80, montées et descentes autorisées entre \"\"Mantes-la-Ville\"\" et \"\"Cergy\"\" dans les deux sens.\"",1
Bus 268 : Travaux - Arrêt(s) non desservi(s),1
Déviation de la ligne 303 à compter du 04 avril 2024,1
Bus 482 (SGO) - Déviation - Parc Méliès et Cimetière Paysager,1
Ligne P : fortement réduite 21/09,1
Ligne P : Paris Est - Provins du 15/08 au 29/09,5
Travaux Nogent-le-Roi - Ligne 20,1
"⚠️🚍#InfoTrafic - Lignes 37A, 37B - Du 03 juin 2024 au 30 mai 2025",1
Prolongation de déviation,1
Ligne L : St-Nom-la-Bret. - St-Cloud 04/06 - 06/07,25
Perturbations - Ligne 10 - le samedi 1er juin 2024,1
Travaux Obélisque VILLENEUVE LE COMTE,1
Bus 124 : Travaux - Arrêt(s) non desservi(s),3
Bus 61 : Travaux - Arrêt(s) non desservi(s),4
⚠️Déviation - Ligne 420 - Du 18 Mars 2024 jusqu'à la fin des travaux,1
Travaux Rd146a3,1
MLV-L2220-2222 travaux de nuit RD231 du 3 au 07-06,1
Bus 21 : Travaux - Arrêt(s) non desservi(s),2
Bus 43 : Manifestation - Arrêt(s) non desservi(s),1
Ligne J : Les Mureaux - Paris du 16/04 au 12/07,64
Ligne H : Paris-Persan via Valmondois du 8 au 9/06,2
Terres d'Envol - Ligne 39 - Travaux,1
"\"Changements sur ligne 15 à partir de 25 mars : arrêts \"\"Gare de Saint Cloud\"\" et \"\"Parc de Saint Cloud\"\" plus desservis.\"",1
Tramway T3B : Jeux de Paris 2024 - Trafic interrompu,1
Bus 103 : Manifestation - Arrêt(s) non desservi(s),1
⚠🚍 Ligne 7 - du samedi 1er juin au samedi 1er juin 2024,1
Ligne E : Haussmann - Villiers/Tournan 25/05-16/06,8
Évènement - Ligne TàD78 - le 01/06/2024,1
Réfection RD1004,1
Ligne L : Sartrouville - Maisons Laff. 24/06-05/07,20
Bus 42 : Préparation des Jeux de Paris 2024 - Arrêt(s) non desservi(s),4
🚧 5105 - Brocante à Bois d'Arcy : dimanche 2 juin 2024,1
Bus N12 : Manifestation - Arrêt(s) non desservi(s),1
Travaux annulés - COULOMMIERS Av Jehan de Brie,2
MLV-L04 - Décalage horaire du mercredi,1
Métro 6 : Jeux de Paris 2024 - Arrêt non desservi,4
Bus 194 : Manifestation - Arrêt(s) non desservi(s),2
9105 Tzen4 (à partir du 10/07/23) (82),1
Ligne P : Paris Est - Château-Thierry 11/05 -16/06,12
COULOMMIERS Travaux Av Jehan de Brie,1
Transdev STBC - Ligne 8 - Déviation,1
Ligne P : Meaux - La Ferté-Milon 15 et 16 juin,2
MLV-L2260 travaux Quincy-Voisins (phase 2),1
RESEAU SENART DEVIATION POUR LE 02 JUIN 2024,1
⚠️Déviation - Ligne 34B - Du 04 mars 2024 au 10 juillet 2024,1
Ligne E : Haussmann - Tournan du 13/05 au 14/06,23
⚠️Déviation - Ligne 91.09 - Du 15 Avril au 05 Juillet 2024,1
Ligne C : Austerlitz-Juvisy-dim soirs,1
⚠️🚍Déviation - Lignes 10 et 64 - Du 13 mai 2024 jusqu’à la fin des travaux,1
"Ligne N: Paris - Mantes 12,13 et du 19 au 16/08",6
Bus 274 : Travaux - Arrêt(s) non desservi(s),2
Alma - Marceau : Jeux de Paris 2024 - Station fermée (sans correspondances),1
Bus 176 : Travaux - Arrêt(s) non desservi(s),2
RESEAU SENART DEV POUR LE 7- JUIN 2024,1
Ligne C : Javel - St-Quentin en Y. 3/06 au 27/06,16
L6209 - du 3/5 au 31/7/2024_Pasteur non desservi,1
"Bus 480, 482 et 483 (SGO) - Retards possibles en raison de travaux",1
Bus 380 : Travaux - Arrêt(s) non desservi(s),2
Bus 138 : Travaux - Arrêt(s) non desservi(s),2
InfoTrafic - Ligne B - Du 31 Juillet 2023 au 31 Août 2023,1
Lignes 02D & 02F - Travaux Pont de Pommeuse,1
Déplacement arrêt Lycée Bouloche,1
Bus 38 : Travaux - Arrêt(s) non desservi(s),5
Ligne H : Paris Nord - Luzarches du 02/05 au 05/07,47
Lignes 31C - Travaux Pont de Pommeuse,1
Ligne H : Sarcelles - Luzarches du 15/06 au 16/06,2
Ligne 3301 - Cult'Urbaines Montereau - 1er et 2 Juin 2024,1
Bus 217 : Travaux - Arrêt(s) non desservi(s),1
Travaux - lignes 8 et R4 du 02/10/23 au 31/12/2025,1
L6246-27/2 au 1er/06/2024-Travaux secteur Pasteur,1
Bus 303 : Stationnement gênant - Arrêt(s) non desservi(s),1
Ligne E : Haussmann - Chelles 10 et 11/06,2
Ligne R : interruption et arrêts supprimés WE juin,19
Tuileries : Jeux de Paris 2024 - Station fermée (sans correspondances),1
Bus 20 : Travaux - Arrêt(s) non desservi(s),1
Ligne J : Paris - Mantes du 20 mai au 20 juin,23
Bus 102 : Travaux - Arrêt(s) non desservi(s),2
⚠️Déviation - Ligne 14 - Du 15 Avril au 05 Juillet 2024,1
Transport à la Demande - Réservation obligatoire,1
Fête Médiévale de PROVINS,3
Bus 289 : Manifestation - Arrêt(s) non desservi(s),1
Bus 57 : Manifestation - Arrêt(s) non desservi(s),1
Réseau Cergy-Pontoise Confluence :,1
Bus 173 : Mesures de sécurité - Arrêt(s) non desservi(s),4
Ligne H : Paris - Persan du 02/05 au 05/07,47
