Disruption ID,Begin,End,Last Update,Cause,Severity,Title,Message,Tags,LastUpdate
b9a9d992-1ff2-11ef-98ab-0a58a9feac02,2024-06-01T10:25:00.000+02:00,2024-10-31T04:15:00.000+01:00,20240601T104122,PERTURBATION,BLOQUANTE,Bus 42 : Préparation des Jeux de Paris 2024 - Arrêt(s) non desservi(s),<p>La ligne 42 est déviée : les arrêts situés entre Bosquet - Rapp et Desaix ne sont plus desservis en direction de Cours de l'Île Seguin. Reprise estimée : jeudi 31 octobre 2024 à 03h30. Raison : préparation des Jeux de Paris 2024.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,,2024-06-01T10:41:22.000+02:00
122389d8-1ff3-11ef-bc03-0a58a9feac02,2024-05-25T11:47:00.000+02:00,2024-10-01T03:45:00.000+02:00,20240601T104351,TRAVAUX,BLOQUANTE,Bus 86 : Travaux - Arrêt(s) non desservi(s),"<p>L’arrêt Mairie de Saint-Mandé de la ligne 86 n'est pas desservi en direction de Champ de Mars. Reprise estimée : mardi 1 octobre 2024, à partir de 03h00. Raison : travaux.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>",,2024-06-01T10:43:51.000+02:00
cb8decf6-1ff3-11ef-bc03-0a58a9feac02,2024-05-25T18:00:00.000+02:00,2025-01-01T03:45:00.000+01:00,20240601T104902,TRAVAUX,BLOQUANTE,Bus 259 : Travaux - Arrêt(s) non desservi(s),"<p>La ligne 259 est déviée : les arrêts situés entre Nanterre - Préfecture RER et Préfecture des Hauts-de-Seine ne sont plus desservis en direction de Saint-Germain-en-Laye <RER>. Reprise estimée : mercredi 1 janvier 2025, à partir de 03h00. Raison : travaux.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>",,2024-06-01T10:49:02.000+02:00
7746806a-1ff6-11ef-bc03-0a58a9feac02,2024-04-23T05:35:00.000+02:00,2024-10-01T03:45:00.000+02:00,20240601T110809,TRAVAUX,BLOQUANTE,Bus 86 : Travaux - Arrêt(s) non desservi(s),"<p>La ligne 86 est déviée : les arrêts situés entre Saint-Mandé - Tourelle et Demi Lune - Parc Zoologique ne sont plus desservis en direction de Demi-Lune – Parc Zoologique. Reprise estimée : mardi 1 octobre 2024, à partir de 03h00. Raison : travaux.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>",,2024-06-01T11:08:09.000+02:00
6ae6d7ee-1ffa-11ef-bc03-0a58a9feac02,2024-05-30T18:03:00.000+02:00,2024-09-16T03:45:00.000+02:00,20240601T113626,PERTURBATION,BLOQUANTE,Bus 63 : Préparation des Jeux de Paris 2024 - Arrêt(s) non desservi(s),<p>La ligne 63 est déviée : les arrêts situés entre Iéna et Georges Mandel - Trocadéro ne sont plus desservis en direction de Porte de la Muette. Reprise estimée : lundi 16 septembre 2024 à 03h00. Raison : préparation des Jeux de Paris 2024.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,,2024-06-01T11:36:26.000+02:00
706e2bb8-1ffa-11ef-9544-0a58a9feac02,2024-05-30T18:03:00.000+02:00,2024-09-16T03:45:00.000+02:00,20240601T113636,PERTURBATION,BLOQUANTE,Bus 63 : Préparation des Jeux de Paris 2024 - Arrêt(s) non desservi(s),<p>La ligne 63 est déviée : les arrêts situés entre Georges Mandel - Trocadéro et Iéna ne sont plus desservis en direction de Gare de Lyon. Reprise estimée : lundi 16 septembre 2024 à 03h00. Raison : préparation des Jeux de Paris 2024.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,,2024-06-01T11:36:36.000+02:00
a8dc2a7c-1ffa-11ef-bc03-0a58a9feac02,2024-05-25T04:30:00.000+02:00,2025-01-01T03:06:00.000+01:00,20240601T113810,TRAVAUX,BLOQUANTE,Bus 63 : Travaux - Arrêt(s) non desservi(s),"<p>La ligne 63 est déviée : les arrêts situés entre Porte de la Muette - Octave Feuillet et Jardin d'Acclimatation ne sont plus desservis en direction de Porte de la Muette. Reprise estimée : mercredi 1 janvier 2025, à partir de 02h21. Raison : travaux.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>",,2024-06-01T11:38:10.000+02:00
b544e4fc-1ffa-11ef-9544-0a58a9feac02,2024-06-01T11:00:00.000+02:00,2024-10-01T03:45:00.000+02:00,20240601T113831,TRAVAUX,BLOQUANTE,Bus 76 : Travaux - Arrêt(s) non desservi(s),"<p>L’arrêt La Réunion de la ligne 76 n'est pas desservi en direction de Châtelet. Reprise estimée : mardi 1 octobre 2024, à partir de 03h00. Raison : travaux.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>",,2024-06-01T11:38:31.000+02:00
49f14548-1ffe-11ef-bc03-0a58a9feac02,2024-06-01T11:48:00.000+02:00,2025-05-12T04:15:00.000+02:00,20240601T120409,TRAVAUX,BLOQUANTE,Bus 87 : Travaux - Arrêt(s) non desservi(s),"<p>La ligne 87 est déviée : les arrêts situés entre Saint-Germain - Cardinal Lemoine et Gare de Lyon - Maison de la RATP ne sont plus desservis en direction de Porte de Reuilly. Reprise estimée : lundi 12 mai 2025, à partir de 03h30. Raison : travaux.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>",,2024-06-01T12:04:09.000+02:00
c3fc00b8-2002-11ef-bc03-0a58a9feac02,2024-04-18T06:00:00.000+02:00,2024-08-31T03:45:00.000+02:00,20240601T123612,TRAVAUX,BLOQUANTE,Bus 143 : Travaux - Arrêt(s) non desservi(s),"<p>La ligne 143 est déviée : les arrêts situés entre Brément - Général de Gaulle et Alsace - Lorraine ne sont plus desservis en direction de La Courneuve – Aubervilliers <RER>. Reprise estimée : samedi 31 août 2024, à partir de 03h00. Raison : travaux.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>",,2024-06-01T12:36:12.000+02:00
