Disruption ID,Begin,End,Last Update,Cause,Severity,Title,Message,Tags,LastUpdate
55751430-18e7-11ef-bc03-0a58a9feac02,2024-05-11T05:00:00.000+02:00,2024-06-29T04:30:00.000+02:00,20240523T113212,TRAVAUX,BLOQUANTE,Bus 182 : Travaux - Arrêt(s) non desservi(s),"<p>La ligne 182 est déviée : les arrêts situés entre Choisy-le-Roi RER et Les Ardoines RER ne sont plus desservis en direction de Mairie d’Ivry. Reprise estimée : samedi 29 juin 2024, à partir de 03h45. Raison : travaux.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>",,2024-05-23T11:32:12.000+02:00
588fabb2-1914-11ef-bc03-0a58a9feac02,2024-05-23T13:19:00.000+02:00,2024-06-20T03:45:00.000+02:00,20240523T165424,PERTURBATION,BLOQUANTE,Bus 140 : Incident sur la voie publique - Arrêt(s) non desservi(s),"<p>L’arrêt Parvis des Bateliers de la ligne 140 n'est pas desservi en direction de Clichy – Berges de Seine. Reprise estimée : jeudi 20 juin 2024, à partir de 03h00. Raison : incident.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>",,2024-05-23T16:54:24.000+02:00
b2b91812-1923-11ef-98ab-0a58a9feac02,2024-05-16T04:40:00.000+02:00,2024-06-01T14:45:00.000+02:00,20240523T184418,TRAVAUX,BLOQUANTE,Bus 104 : Travaux - Arrêt(s) non desservi(s),"<p>La ligne 104 est déviée : les arrêts situés entre Colonel Fabien et Bicentenaire ne sont plus desservis en direction de Sucy – Bonneuil <RER>. Reprise estimée : samedi 1 juin 2024, à partir de 14h00. Raison : travaux.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>",,2024-05-23T18:44:18.000+02:00
fab6f706-1923-11ef-98ab-0a58a9feac02,2024-05-16T04:40:00.000+02:00,2024-06-01T14:45:00.000+02:00,20240523T184619,TRAVAUX,BLOQUANTE,Bus 104 : Travaux - Arrêt(s) non desservi(s),"<p>La ligne 104 est déviée : les arrêts situés entre Bicentenaire et Colonel Fabien ne sont plus desservis en direction de École Vétérinaire de Maisons-Alfort. Reprise estimée : samedi 1 juin 2024, à partir de 14h00. Raison : travaux.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>",,2024-05-23T18:46:19.000+02:00
95b8fa1c-1954-11ef-98ab-0a58a9feac02,2024-04-15T22:45:00.000+02:00,2024-10-15T06:45:00.000+02:00,20240524T003415,PERTURBATION,BLOQUANTE,Bus N41 : Piétonisation de voirie - Arrêt(s) non desservi(s),<p>La ligne N41 est déviée : les arrêts situés entre Pantin RER - Mairie et Porte de Pantin - Métro ne sont plus desservis en direction de Gare de l'Est. Reprise estimée : mardi 15 octobre 2024 à 06h00. Raison : piétonisation de voirie.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,,2024-05-24T00:34:15.000+02:00
26e8bba0-1a43-11ef-96a1-0a58a9feac02,2024-05-25T04:30:00.000+02:00,2025-01-01T03:06:00.000+01:00,20240525T050159,TRAVAUX,BLOQUANTE,Bus 63 : Travaux - Arrêt(s) non desservi(s),"<p>La ligne 63 est déviée : les arrêts situés entre Jardin d'Acclimatation et Porte de la Muette - Octave Feuillet ne sont plus desservis en direction de Gare de Lyon. Reprise estimée : mercredi 1 janvier 2025, à partir de 02h21. Raison : travaux.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>",,2024-05-25T05:01:59.000+02:00
5baa135c-1a4d-11ef-8504-0a58a9feac02,2024-04-07T02:17:00.000+02:00,2024-08-31T07:45:00.000+02:00,20240525T061502,TRAVAUX,BLOQUANTE,Bus N16 : Travaux - Arrêt(s) non desservi(s),"<p>L’arrêt Pelleport de la ligne N16 n'est pas desservi en direction de Mairie de Montreuil. Reprise estimée : samedi 31 août 2024, à partir de 07h00. Raison : travaux.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>",,2024-05-25T06:15:02.000+02:00
60ff8eb8-1a4d-11ef-96a1-0a58a9feac02,2024-05-21T22:30:00.000+02:00,2024-07-12T06:45:00.000+02:00,20240525T061511,TRAVAUX,BLOQUANTE,Bus N16 : Travaux - Arrêt(s) non desservi(s),"<p>L’arrêt Daumesnil - Ledru-Rollin de la ligne N16 n'est pas desservi en direction de Mairie de Montreuil. Reprise estimée : vendredi 12 juillet 2024, à partir de 06h00. Raison : travaux.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>",,2024-05-25T06:15:11.000+02:00
333b4342-1ab0-11ef-98ab-0a58a9feac02,2024-05-25T18:00:00.000+02:00,2025-01-01T04:15:00.000+01:00,20240525T180234,TRAVAUX,BLOQUANTE,Bus 160 : Travaux - Arrêt(s) non desservi(s),"<p>L’arrêt Marcel Paul de la ligne 160 n'est pas desservi en direction de Boulogne Pont de St-Cloud. Reprise estimée : mercredi 1 janvier 2025, à partir de 03h30. Raison : travaux.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>",,2024-05-25T18:02:34.000+02:00
3785f166-1ac1-11ef-96a1-0a58a9feac02,2024-05-25T20:00:00.000+02:00,2026-01-01T03:45:00.000+01:00,20240525T200423,TRAVAUX,BLOQUANTE,Bus 163 : Travaux - Arrêt(s) non desservi(s),"<p>L’arrêt Marcel Paul de la ligne 163 n'est pas desservi en direction de Porte de Clichy. Reprise estimée : jeudi 1 janvier 2026, à partir de 03h00. Raison : travaux.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>",,2024-05-25T20:04:23.000+02:00
76668ab0-1afa-11ef-9544-0a58a9feac02,2024-04-08T22:46:00.000+02:00,2024-09-01T06:45:00.000+02:00,20240526T025410,TRAVAUX,BLOQUANTE,Bus N34 : Travaux - Arrêt(s) non desservi(s),"<p>L’arrêt Pelleport de la ligne N34 n'est pas desservi en direction de Torcy <RER>. Reprise estimée : dimanche 1 septembre 2024, à partir de 06h00. Raison : travaux.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>",,2024-05-26T02:54:10.000+02:00
7c509a2e-1afa-11ef-96a1-0a58a9feac02,2024-05-21T22:30:00.000+02:00,2024-07-12T06:45:00.000+02:00,20240526T025420,TRAVAUX,BLOQUANTE,Bus N34 : Travaux - Arrêt(s) non desservi(s),"<p>L’arrêt Daumesnil - Ledru-Rollin de la ligne N34 n'est pas desservi en direction de Torcy <RER>. Reprise estimée : vendredi 12 juillet 2024, à partir de 06h00. Raison : travaux.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>",,2024-05-26T02:54:20.000+02:00
e90ceebe-1b0a-11ef-98ab-0a58a9feac02,2024-05-25T13:30:00.000+02:00,2024-07-16T03:50:00.000+02:00,20240526T045154,TRAVAUX,BLOQUANTE,Bus 195 : Travaux - Arrêt(s) non desservi(s),"<p>L’arrêt Pierrelais - Fontenay de la ligne 195 n'est pas desservi en direction de Châtillon – Montrouge-Métro. Reprise estimée : mardi 16 juillet 2024, à partir de 03h05. Raison : travaux.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>",,2024-05-26T04:51:54.000+02:00
c2a784ce-1b5e-11ef-9544-0a58a9feac02,2024-04-19T05:00:00.000+02:00,2024-06-06T04:45:00.000+02:00,20240526T145207,TRAVAUX,BLOQUANTE,Bus 46 : Travaux - Arrêt(s) non desservi(s),"<p>L’arrêt Parc Floral de la ligne 46 n'est pas desservi en direction de Gare de l’Est. Reprise estimée : jeudi 6 juin 2024, à partir de 04h00. Raison : travaux.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>",,2024-05-26T14:52:07.000+02:00
6b3acfc4-1c2c-11ef-96a1-0a58a9feac02,2024-05-25T06:52:00.000+02:00,2024-07-06T04:15:00.000+02:00,20240527T152417,TRAVAUX,BLOQUANTE,Bus 144 : Travaux - Arrêt(s) non desservi(s),"<p>La ligne 144 est déviée : les arrêts situés entre Mairie de Rueil et Colmar ne sont plus desservis en direction de Rueil-Malmaison <RER>. Reprise estimée : samedi 6 juillet 2024, à partir de 03h30. Raison : travaux.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>",,2024-05-27T15:24:17.000+02:00
2c42cd68-1c44-11ef-bc03-0a58a9feac02,2024-05-23T12:59:00.000+02:00,2024-06-20T03:45:00.000+02:00,20240527T181419,PERTURBATION,BLOQUANTE,Bus 140 : Incident sur la voie publique - Arrêt(s) non desservi(s),"<p>L’arrêt Parvis des Bateliers de la ligne 140 n'est pas desservi en direction de Gare d'Argenteuil. Reprise estimée : jeudi 20 juin 2024, à partir de 03h00. Raison : incident.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>",,2024-05-27T18:14:19.000+02:00
