Disruption ID,Begin,End,Last Update,Cause,Severity,Title,Message,Tags
2d0ee63e-1c06-11ef-8504-0a58a9feac02,20240606T214000,20240607T010500,20240527T105032,TRAVAUX,PERTURBEE,Ligne P : Paris Est - Provins du 3/06 au 19/07,"<p>P&#233;riode : &#224; partir de 21h45<br><br>Dates : du lundi 3 juin au vendredi 19 juillet, sauf les week-ends<br><br>Le trafic est interrompu entre Paris Est et Provins.<br>Le dernier train PIBU de Provins vers Paris-Est part &#224; 20h46.<br>Le dernier train XIBU de Paris-Est vers Provins part &#224; 21h47.<br><br>Un service de bus de remplacement est mis en place, avec desserte des gares interm&#233;diaires.<br><br>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.<br><br>Motif : travaux.</p>",Actualité
2d0ee63e-1c06-11ef-8504-0a58a9feac02,20240607T214000,20240608T010500,20240527T105032,TRAVAUX,PERTURBEE,Ligne P : Paris Est - Provins du 3/06 au 19/07,"<p>P&#233;riode : &#224; partir de 21h45<br><br>Dates : du lundi 3 juin au vendredi 19 juillet, sauf les week-ends<br><br>Le trafic est interrompu entre Paris Est et Provins.<br>Le dernier train PIBU de Provins vers Paris-Est part &#224; 20h46.<br>Le dernier train XIBU de Paris-Est vers Provins part &#224; 21h47.<br><br>Un service de bus de remplacement est mis en place, avec desserte des gares interm&#233;diaires.<br><br>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.<br><br>Motif : travaux.</p>",Actualité
2d0ee63e-1c06-11ef-8504-0a58a9feac02,20240610T214000,20240611T010500,20240527T105032,TRAVAUX,PERTURBEE,Ligne P : Paris Est - Provins du 3/06 au 19/07,"<p>P&#233;riode : &#224; partir de 21h45<br><br>Dates : du lundi 3 juin au vendredi 19 juillet, sauf les week-ends<br><br>Le trafic est interrompu entre Paris Est et Provins.<br>Le dernier train PIBU de Provins vers Paris-Est part &#224; 20h46.<br>Le dernier train XIBU de Paris-Est vers Provins part &#224; 21h47.<br><br>Un service de bus de remplacement est mis en place, avec desserte des gares interm&#233;diaires.<br><br>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.<br><br>Motif : travaux.</p>",Actualité
2d0ee63e-1c06-11ef-8504-0a58a9feac02,20240611T214000,20240612T010500,20240527T105032,TRAVAUX,PERTURBEE,Ligne P : Paris Est - Provins du 3/06 au 19/07,"<p>P&#233;riode : &#224; partir de 21h45<br><br>Dates : du lundi 3 juin au vendredi 19 juillet, sauf les week-ends<br><br>Le trafic est interrompu entre Paris Est et Provins.<br>Le dernier train PIBU de Provins vers Paris-Est part &#224; 20h46.<br>Le dernier train XIBU de Paris-Est vers Provins part &#224; 21h47.<br><br>Un service de bus de remplacement est mis en place, avec desserte des gares interm&#233;diaires.<br><br>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.<br><br>Motif : travaux.</p>",Actualité
2d0ee63e-1c06-11ef-8504-0a58a9feac02,20240612T214000,20240613T010500,20240527T105032,TRAVAUX,PERTURBEE,Ligne P : Paris Est - Provins du 3/06 au 19/07,"<p>P&#233;riode : &#224; partir de 21h45<br><br>Dates : du lundi 3 juin au vendredi 19 juillet, sauf les week-ends<br><br>Le trafic est interrompu entre Paris Est et Provins.<br>Le dernier train PIBU de Provins vers Paris-Est part &#224; 20h46.<br>Le dernier train XIBU de Paris-Est vers Provins part &#224; 21h47.<br><br>Un service de bus de remplacement est mis en place, avec desserte des gares interm&#233;diaires.<br><br>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.<br><br>Motif : travaux.</p>",Actualité
2d0ee63e-1c06-11ef-8504-0a58a9feac02,20240613T214000,20240614T010500,20240527T105032,TRAVAUX,PERTURBEE,Ligne P : Paris Est - Provins du 3/06 au 19/07,"<p>P&#233;riode : &#224; partir de 21h45<br><br>Dates : du lundi 3 juin au vendredi 19 juillet, sauf les week-ends<br><br>Le trafic est interrompu entre Paris Est et Provins.<br>Le dernier train PIBU de Provins vers Paris-Est part &#224; 20h46.<br>Le dernier train XIBU de Paris-Est vers Provins part &#224; 21h47.<br><br>Un service de bus de remplacement est mis en place, avec desserte des gares interm&#233;diaires.<br><br>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.<br><br>Motif : travaux.</p>",Actualité
2d0ee63e-1c06-11ef-8504-0a58a9feac02,20240614T214000,20240615T010500,20240527T105032,TRAVAUX,PERTURBEE,Ligne P : Paris Est - Provins du 3/06 au 19/07,"<p>P&#233;riode : &#224; partir de 21h45<br><br>Dates : du lundi 3 juin au vendredi 19 juillet, sauf les week-ends<br><br>Le trafic est interrompu entre Paris Est et Provins.<br>Le dernier train PIBU de Provins vers Paris-Est part &#224; 20h46.<br>Le dernier train XIBU de Paris-Est vers Provins part &#224; 21h47.<br><br>Un service de bus de remplacement est mis en place, avec desserte des gares interm&#233;diaires.<br><br>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.<br><br>Motif : travaux.</p>",Actualité
2d0ee63e-1c06-11ef-8504-0a58a9feac02,20240617T214000,20240618T010500,20240527T105032,TRAVAUX,PERTURBEE,Ligne P : Paris Est - Provins du 3/06 au 19/07,"<p>P&#233;riode : &#224; partir de 21h45<br><br>Dates : du lundi 3 juin au vendredi 19 juillet, sauf les week-ends<br><br>Le trafic est interrompu entre Paris Est et Provins.<br>Le dernier train PIBU de Provins vers Paris-Est part &#224; 20h46.<br>Le dernier train XIBU de Paris-Est vers Provins part &#224; 21h47.<br><br>Un service de bus de remplacement est mis en place, avec desserte des gares interm&#233;diaires.<br><br>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.<br><br>Motif : travaux.</p>",Actualité
2d0ee63e-1c06-11ef-8504-0a58a9feac02,20240618T214000,20240619T010500,20240527T105032,TRAVAUX,PERTURBEE,Ligne P : Paris Est - Provins du 3/06 au 19/07,"<p>P&#233;riode : &#224; partir de 21h45<br><br>Dates : du lundi 3 juin au vendredi 19 juillet, sauf les week-ends<br><br>Le trafic est interrompu entre Paris Est et Provins.<br>Le dernier train PIBU de Provins vers Paris-Est part &#224; 20h46.<br>Le dernier train XIBU de Paris-Est vers Provins part &#224; 21h47.<br><br>Un service de bus de remplacement est mis en place, avec desserte des gares interm&#233;diaires.<br><br>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.<br><br>Motif : travaux.</p>",Actualité
2d0ee63e-1c06-11ef-8504-0a58a9feac02,20240619T214000,20240620T010500,20240527T105032,TRAVAUX,PERTURBEE,Ligne P : Paris Est - Provins du 3/06 au 19/07,"<p>P&#233;riode : &#224; partir de 21h45<br><br>Dates : du lundi 3 juin au vendredi 19 juillet, sauf les week-ends<br><br>Le trafic est interrompu entre Paris Est et Provins.<br>Le dernier train PIBU de Provins vers Paris-Est part &#224; 20h46.<br>Le dernier train XIBU de Paris-Est vers Provins part &#224; 21h47.<br><br>Un service de bus de remplacement est mis en place, avec desserte des gares interm&#233;diaires.<br><br>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.<br><br>Motif : travaux.</p>",Actualité
2d0ee63e-1c06-11ef-8504-0a58a9feac02,20240620T214000,20240621T010500,20240527T105032,TRAVAUX,PERTURBEE,Ligne P : Paris Est - Provins du 3/06 au 19/07,"<p>P&#233;riode : &#224; partir de 21h45<br><br>Dates : du lundi 3 juin au vendredi 19 juillet, sauf les week-ends<br><br>Le trafic est interrompu entre Paris Est et Provins.<br>Le dernier train PIBU de Provins vers Paris-Est part &#224; 20h46.<br>Le dernier train XIBU de Paris-Est vers Provins part &#224; 21h47.<br><br>Un service de bus de remplacement est mis en place, avec desserte des gares interm&#233;diaires.<br><br>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.<br><br>Motif : travaux.</p>",Actualité
