Disruption ID,Begin,End,Last Update,Cause,Severity,Title,Message,Tags
7c22a55c-1fc2-11ef-9544-0a58a9feac02,20240610T050000,20240909T034500,20240601T045603,PERTURBATION,BLOQUANTE,Bus 30 : Préparation des Jeux de Paris 2024 - Arrêt(s) non desservi(s),"<p>La ligne 30 sera déviée : les arrêts situés entre Kléber - Paul Valéry et Albert de Mun ne seront plus desservis en direction de Hôpital Européen G. Pompidou. Quand : à partir du lundi 10 juin 2024 à 05h00, jusqu'au lundi 9 septembre 2024 à 03h00. Raison : préparation des Jeux de Paris 2024.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>",
814b3878-1fc2-11ef-bc03-0a58a9feac02,20240701T043000,20240831T034500,20240601T045612,TRAVAUX,BLOQUANTE,Bus 105 : Travaux - Arrêt(s) non desservi(s),"<p>La ligne 105 sera déviée : les arrêts situés entre Jeanne d'Arc et Denis Papin ne seront plus desservis en direction de Mairie des Pavillons-sous-Bois. Quand : à partir du lundi 1 juillet 2024, jusqu'au samedi 31 août 2024. Raison : travaux.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>",
90be7270-1fc2-11ef-9544-0a58a9feac02,20240601T200000,20240602T034500,20240601T045638,PERTURBATION,BLOQUANTE,Bus 235 : Incident sur la voie publique - Arrêt(s) non desservi(s),"<p>La ligne 235 sera déviée : les arrêts situés entre Le Luth et Deslandes ne seront plus desservis en direction de Asnières – Gennevilliers – Gabriel Péri. Quand : à partir du samedi 1 juin 2024, jusqu'au mardi 2 juillet 2024, les lundis, mardis, mercredis, jeudis, vendredis, samedis et dimanches de 20h00 à 03h00.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>",
90be7270-1fc2-11ef-9544-0a58a9feac02,20240602T200000,20240603T034500,20240601T045638,PERTURBATION,BLOQUANTE,Bus 235 : Incident sur la voie publique - Arrêt(s) non desservi(s),"<p>La ligne 235 sera déviée : les arrêts situés entre Le Luth et Deslandes ne seront plus desservis en direction de Asnières – Gennevilliers – Gabriel Péri. Quand : à partir du samedi 1 juin 2024, jusqu'au mardi 2 juillet 2024, les lundis, mardis, mercredis, jeudis, vendredis, samedis et dimanches de 20h00 à 03h00.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>",
90be7270-1fc2-11ef-9544-0a58a9feac02,20240603T200000,20240604T034500,20240601T045638,PERTURBATION,BLOQUANTE,Bus 235 : Incident sur la voie publique - Arrêt(s) non desservi(s),"<p>La ligne 235 sera déviée : les arrêts situés entre Le Luth et Deslandes ne seront plus desservis en direction de Asnières – Gennevilliers – Gabriel Péri. Quand : à partir du samedi 1 juin 2024, jusqu'au mardi 2 juillet 2024, les lundis, mardis, mercredis, jeudis, vendredis, samedis et dimanches de 20h00 à 03h00.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>",
90be7270-1fc2-11ef-9544-0a58a9feac02,20240604T200000,20240605T034500,20240601T045638,PERTURBATION,BLOQUANTE,Bus 235 : Incident sur la voie publique - Arrêt(s) non desservi(s),"<p>La ligne 235 sera déviée : les arrêts situés entre Le Luth et Deslandes ne seront plus desservis en direction de Asnières – Gennevilliers – Gabriel Péri. Quand : à partir du samedi 1 juin 2024, jusqu'au mardi 2 juillet 2024, les lundis, mardis, mercredis, jeudis, vendredis, samedis et dimanches de 20h00 à 03h00.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>",
90be7270-1fc2-11ef-9544-0a58a9feac02,20240605T200000,20240606T034500,20240601T045638,PERTURBATION,BLOQUANTE,Bus 235 : Incident sur la voie publique - Arrêt(s) non desservi(s),"<p>La ligne 235 sera déviée : les arrêts situés entre Le Luth et Deslandes ne seront plus desservis en direction de Asnières – Gennevilliers – Gabriel Péri. Quand : à partir du samedi 1 juin 2024, jusqu'au mardi 2 juillet 2024, les lundis, mardis, mercredis, jeudis, vendredis, samedis et dimanches de 20h00 à 03h00.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>",
90be7270-1fc2-11ef-9544-0a58a9feac02,20240606T200000,20240607T034500,20240601T045638,PERTURBATION,BLOQUANTE,Bus 235 : Incident sur la voie publique - Arrêt(s) non desservi(s),"<p>La ligne 235 sera déviée : les arrêts situés entre Le Luth et Deslandes ne seront plus desservis en direction de Asnières – Gennevilliers – Gabriel Péri. Quand : à partir du samedi 1 juin 2024, jusqu'au mardi 2 juillet 2024, les lundis, mardis, mercredis, jeudis, vendredis, samedis et dimanches de 20h00 à 03h00.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>",
90be7270-1fc2-11ef-9544-0a58a9feac02,20240607T200000,20240608T034500,20240601T045638,PERTURBATION,BLOQUANTE,Bus 235 : Incident sur la voie publique - Arrêt(s) non desservi(s),"<p>La ligne 235 sera déviée : les arrêts situés entre Le Luth et Deslandes ne seront plus desservis en direction de Asnières – Gennevilliers – Gabriel Péri. Quand : à partir du samedi 1 juin 2024, jusqu'au mardi 2 juillet 2024, les lundis, mardis, mercredis, jeudis, vendredis, samedis et dimanches de 20h00 à 03h00.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>",
90be7270-1fc2-11ef-9544-0a58a9feac02,20240608T200000,20240609T034500,20240601T045638,PERTURBATION,BLOQUANTE,Bus 235 : Incident sur la voie publique - Arrêt(s) non desservi(s),"<p>La ligne 235 sera déviée : les arrêts situés entre Le Luth et Deslandes ne seront plus desservis en direction de Asnières – Gennevilliers – Gabriel Péri. Quand : à partir du samedi 1 juin 2024, jusqu'au mardi 2 juillet 2024, les lundis, mardis, mercredis, jeudis, vendredis, samedis et dimanches de 20h00 à 03h00.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>",
90be7270-1fc2-11ef-9544-0a58a9feac02,20240609T200000,20240610T034500,20240601T045638,PERTURBATION,BLOQUANTE,Bus 235 : Incident sur la voie publique - Arrêt(s) non desservi(s),"<p>La ligne 235 sera déviée : les arrêts situés entre Le Luth et Deslandes ne seront plus desservis en direction de Asnières – Gennevilliers – Gabriel Péri. Quand : à partir du samedi 1 juin 2024, jusqu'au mardi 2 juillet 2024, les lundis, mardis, mercredis, jeudis, vendredis, samedis et dimanches de 20h00 à 03h00.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>",
