Disruption ID,Begin,End,Last Update,Cause,Severity,Title,Message,Tags
28498570-fb34-11ee-bdfc-0a58a9feac02,20240523T233000,20240524T033000,20240415T162632,TRAVAUX,PERTURBEE,Ligne H : Paris - Persan du 02/05 au 05/07,"<p>P&#233;riode : en soir&#233;e<br><br>Dates : en semaine du jeudi 02 mai au vendredi 05 juillet, sauf les week-ends, les jours f&#233;ri&#233;s et les vendredis 10 mai et 21 juin</p><p>&#160;  <br><br>Le trafic est interrompu entre Paris Gare du Nord et Persan - Beaumont via Montsoult - Maffliers.</p><p><br></p><p>Un service de bus de remplacement est mis en place, avec desserte des gares interm&#233;diaires.<br><br>- de Paris, rejoignez la ligne 5 du m&#233;tro, jusqu'&#224; Bobigny Pablo Picasso.<br>- de Saint Denis, rendez-vous rue Charles Michels, au point d'arr&#234;t bus RATP 274.<br><br><br>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.<br><br><br>Motif : travaux<br><br><br><br><br><br><br></p>",Actualité
28498570-fb34-11ee-bdfc-0a58a9feac02,20240524T233000,20240525T033000,20240415T162632,TRAVAUX,PERTURBEE,Ligne H : Paris - Persan du 02/05 au 05/07,"<p>P&#233;riode : en soir&#233;e<br><br>Dates : en semaine du jeudi 02 mai au vendredi 05 juillet, sauf les week-ends, les jours f&#233;ri&#233;s et les vendredis 10 mai et 21 juin</p><p>&#160;  <br><br>Le trafic est interrompu entre Paris Gare du Nord et Persan - Beaumont via Montsoult - Maffliers.</p><p><br></p><p>Un service de bus de remplacement est mis en place, avec desserte des gares interm&#233;diaires.<br><br>- de Paris, rejoignez la ligne 5 du m&#233;tro, jusqu'&#224; Bobigny Pablo Picasso.<br>- de Saint Denis, rendez-vous rue Charles Michels, au point d'arr&#234;t bus RATP 274.<br><br><br>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.<br><br><br>Motif : travaux<br><br><br><br><br><br><br></p>",Actualité
28498570-fb34-11ee-bdfc-0a58a9feac02,20240527T233000,20240528T033000,20240415T162632,TRAVAUX,PERTURBEE,Ligne H : Paris - Persan du 02/05 au 05/07,"<p>P&#233;riode : en soir&#233;e<br><br>Dates : en semaine du jeudi 02 mai au vendredi 05 juillet, sauf les week-ends, les jours f&#233;ri&#233;s et les vendredis 10 mai et 21 juin</p><p>&#160;  <br><br>Le trafic est interrompu entre Paris Gare du Nord et Persan - Beaumont via Montsoult - Maffliers.</p><p><br></p><p>Un service de bus de remplacement est mis en place, avec desserte des gares interm&#233;diaires.<br><br>- de Paris, rejoignez la ligne 5 du m&#233;tro, jusqu'&#224; Bobigny Pablo Picasso.<br>- de Saint Denis, rendez-vous rue Charles Michels, au point d'arr&#234;t bus RATP 274.<br><br><br>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.<br><br><br>Motif : travaux<br><br><br><br><br><br><br></p>",Actualité
28498570-fb34-11ee-bdfc-0a58a9feac02,20240528T233000,20240529T033000,20240415T162632,TRAVAUX,PERTURBEE,Ligne H : Paris - Persan du 02/05 au 05/07,"<p>P&#233;riode : en soir&#233;e<br><br>Dates : en semaine du jeudi 02 mai au vendredi 05 juillet, sauf les week-ends, les jours f&#233;ri&#233;s et les vendredis 10 mai et 21 juin</p><p>&#160;  <br><br>Le trafic est interrompu entre Paris Gare du Nord et Persan - Beaumont via Montsoult - Maffliers.</p><p><br></p><p>Un service de bus de remplacement est mis en place, avec desserte des gares interm&#233;diaires.<br><br>- de Paris, rejoignez la ligne 5 du m&#233;tro, jusqu'&#224; Bobigny Pablo Picasso.<br>- de Saint Denis, rendez-vous rue Charles Michels, au point d'arr&#234;t bus RATP 274.<br><br><br>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.<br><br><br>Motif : travaux<br><br><br><br><br><br><br></p>",Actualité
28498570-fb34-11ee-bdfc-0a58a9feac02,20240529T233000,20240530T033000,20240415T162632,TRAVAUX,PERTURBEE,Ligne H : Paris - Persan du 02/05 au 05/07,"<p>P&#233;riode : en soir&#233;e<br><br>Dates : en semaine du jeudi 02 mai au vendredi 05 juillet, sauf les week-ends, les jours f&#233;ri&#233;s et les vendredis 10 mai et 21 juin</p><p>&#160;  <br><br>Le trafic est interrompu entre Paris Gare du Nord et Persan - Beaumont via Montsoult - Maffliers.</p><p><br></p><p>Un service de bus de remplacement est mis en place, avec desserte des gares interm&#233;diaires.<br><br>- de Paris, rejoignez la ligne 5 du m&#233;tro, jusqu'&#224; Bobigny Pablo Picasso.<br>- de Saint Denis, rendez-vous rue Charles Michels, au point d'arr&#234;t bus RATP 274.<br><br><br>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.<br><br><br>Motif : travaux<br><br><br><br><br><br><br></p>",Actualité
28498570-fb34-11ee-bdfc-0a58a9feac02,20240530T233000,20240531T033000,20240415T162632,TRAVAUX,PERTURBEE,Ligne H : Paris - Persan du 02/05 au 05/07,"<p>P&#233;riode : en soir&#233;e<br><br>Dates : en semaine du jeudi 02 mai au vendredi 05 juillet, sauf les week-ends, les jours f&#233;ri&#233;s et les vendredis 10 mai et 21 juin</p><p>&#160;  <br><br>Le trafic est interrompu entre Paris Gare du Nord et Persan - Beaumont via Montsoult - Maffliers.</p><p><br></p><p>Un service de bus de remplacement est mis en place, avec desserte des gares interm&#233;diaires.<br><br>- de Paris, rejoignez la ligne 5 du m&#233;tro, jusqu'&#224; Bobigny Pablo Picasso.<br>- de Saint Denis, rendez-vous rue Charles Michels, au point d'arr&#234;t bus RATP 274.<br><br><br>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.<br><br><br>Motif : travaux<br><br><br><br><br><br><br></p>",Actualité
28498570-fb34-11ee-bdfc-0a58a9feac02,20240531T233000,20240601T033000,20240415T162632,TRAVAUX,PERTURBEE,Ligne H : Paris - Persan du 02/05 au 05/07,"<p>P&#233;riode : en soir&#233;e<br><br>Dates : en semaine du jeudi 02 mai au vendredi 05 juillet, sauf les week-ends, les jours f&#233;ri&#233;s et les vendredis 10 mai et 21 juin</p><p>&#160;  <br><br>Le trafic est interrompu entre Paris Gare du Nord et Persan - Beaumont via Montsoult - Maffliers.</p><p><br></p><p>Un service de bus de remplacement est mis en place, avec desserte des gares interm&#233;diaires.<br><br>- de Paris, rejoignez la ligne 5 du m&#233;tro, jusqu'&#224; Bobigny Pablo Picasso.<br>- de Saint Denis, rendez-vous rue Charles Michels, au point d'arr&#234;t bus RATP 274.<br><br><br>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.<br><br><br>Motif : travaux<br><br><br><br><br><br><br></p>",Actualité
28498570-fb34-11ee-bdfc-0a58a9feac02,20240603T233000,20240604T033000,20240415T162632,TRAVAUX,PERTURBEE,Ligne H : Paris - Persan du 02/05 au 05/07,"<p>P&#233;riode : en soir&#233;e<br><br>Dates : en semaine du jeudi 02 mai au vendredi 05 juillet, sauf les week-ends, les jours f&#233;ri&#233;s et les vendredis 10 mai et 21 juin</p><p>&#160;  <br><br>Le trafic est interrompu entre Paris Gare du Nord et Persan - Beaumont via Montsoult - Maffliers.</p><p><br></p><p>Un service de bus de remplacement est mis en place, avec desserte des gares interm&#233;diaires.<br><br>- de Paris, rejoignez la ligne 5 du m&#233;tro, jusqu'&#224; Bobigny Pablo Picasso.<br>- de Saint Denis, rendez-vous rue Charles Michels, au point d'arr&#234;t bus RATP 274.<br><br><br>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.<br><br><br>Motif : travaux<br><br><br><br><br><br><br></p>",Actualité
28498570-fb34-11ee-bdfc-0a58a9feac02,20240604T233000,20240605T033000,20240415T162632,TRAVAUX,PERTURBEE,Ligne H : Paris - Persan du 02/05 au 05/07,"<p>P&#233;riode : en soir&#233;e<br><br>Dates : en semaine du jeudi 02 mai au vendredi 05 juillet, sauf les week-ends, les jours f&#233;ri&#233;s et les vendredis 10 mai et 21 juin</p><p>&#160;  <br><br>Le trafic est interrompu entre Paris Gare du Nord et Persan - Beaumont via Montsoult - Maffliers.</p><p><br></p><p>Un service de bus de remplacement est mis en place, avec desserte des gares interm&#233;diaires.<br><br>- de Paris, rejoignez la ligne 5 du m&#233;tro, jusqu'&#224; Bobigny Pablo Picasso.<br>- de Saint Denis, rendez-vous rue Charles Michels, au point d'arr&#234;t bus RATP 274.<br><br><br>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.<br><br><br>Motif : travaux<br><br><br><br><br><br><br></p>",Actualité
28498570-fb34-11ee-bdfc-0a58a9feac02,20240605T233000,20240606T033000,20240415T162632,TRAVAUX,PERTURBEE,Ligne H : Paris - Persan du 02/05 au 05/07,"<p>P&#233;riode : en soir&#233;e<br><br>Dates : en semaine du jeudi 02 mai au vendredi 05 juillet, sauf les week-ends, les jours f&#233;ri&#233;s et les vendredis 10 mai et 21 juin</p><p>&#160;  <br><br>Le trafic est interrompu entre Paris Gare du Nord et Persan - Beaumont via Montsoult - Maffliers.</p><p><br></p><p>Un service de bus de remplacement est mis en place, avec desserte des gares interm&#233;diaires.<br><br>- de Paris, rejoignez la ligne 5 du m&#233;tro, jusqu'&#224; Bobigny Pablo Picasso.<br>- de Saint Denis, rendez-vous rue Charles Michels, au point d'arr&#234;t bus RATP 274.<br><br><br>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.<br><br><br>Motif : travaux<br><br><br><br><br><br><br></p>",Actualité
