Disruption ID,Begin,End,Last Update,Cause,Severity,Title,Message,Tags
5d57f0a2-1fd4-11ef-bc03-0a58a9feac02,20240601T070000,20240602T054500,20240601T070403,PERTURBATION,BLOQUANTE,Bus 124 : Manifestation - Arrêt(s) non desservi(s),<p>La ligne 124 est déviée : les arrêts situés entre Le Bois Cadet et Fontenay-sous-Bois RER ne sont plus desservis en direction de Château de Vincennes. Reprise estimée : 05h00. Raison : manifestation.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,
a959d790-1fd4-11ef-9544-0a58a9feac02,20240601T070000,20240702T041500,20240601T070610,TRAVAUX,BLOQUANTE,Bus 217 : Travaux - Arrêt(s) non desservi(s),"<p>L’arrêt Salvador Allende - Edith Cavell de la ligne 217 n'est pas desservi en direction de Hôtel de Ville de Créteil. Reprise estimée : mardi 2 juillet 2024, à partir de 03h30. Raison : travaux.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>",
0f50f2b2-1fd6-11ef-bc03-0a58a9feac02,20240601T064500,20240602T000000,20240601T071611,PERTURBATION,BLOQUANTE,Bus 189 : Manifestation - Arrêt(s) non desservi(s),<p>La ligne 189 est déviée : les arrêts situés entre Plessis - Piquet et Stade ne sont plus desservis en direction de Porte de Saint-Cloud. Reprise estimée : 23h15. Raison : manifestation.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,
1e7674ce-1fd6-11ef-98ab-0a58a9feac02,20240609T080000,20240609T174500,20240601T071636,TRAVAUX,BLOQUANTE,Bus 52 : Travaux - Arrêt(s) non desservi(s),"<p>La ligne 52 sera déviée : les arrêts situés entre LA MUETTE - BOULAINVILLIERS et Lycée Janson de Sailly ne seront plus desservis en direction de Opéra. Quand : dimanche 9 juin 2024, de 08h00 à 17h00. Raison : travaux.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>",
ba948ac0-1fd7-11ef-98ab-0a58a9feac02,20240601T071900,20240602T144500,20240601T072808,TRAVAUX,BLOQUANTE,Bus 215 : Travaux - Arrêt(s) non desservi(s),"<p>La ligne 215 est déviée : les arrêts situés entre Bercy - Arena et Gare d'Austerlitz ne sont plus desservis en direction de Gare d'Austerlitz. Reprise estimée : dimanche 2 juin 2024, à partir de 14h00. Raison : travaux.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>",
030d490e-1fd8-11ef-bc03-0a58a9feac02,20240601T070900,20240603T041500,20240601T073009,TRAVAUX,BLOQUANTE,Bus 89 : Travaux - Arrêt(s) non desservi(s),"<p>La ligne 89 est déviée : les arrêts situés entre Quai de la Gare et Gare d'Austerlitz ne sont plus desservis en direction de Gare de Vanves – Malakoff. Reprise estimée : lundi 3 juin 2024, à partir de 03h30. Raison : travaux.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>",
505fdca8-1fd8-11ef-bc03-0a58a9feac02,20240601T073000,20240601T214500,20240601T073219,PERTURBATION,BLOQUANTE,Bus 57 : Manifestation - Arrêt(s) non desservi(s),<p>L’arrêt MAISON DES EXAMENS RER de la ligne 57 n'est pas desservi en direction de Arcueil – Laplace <RER>. Reprise estimée : 21h00. Raison : manifestation.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,
00051abe-1fda-11ef-98ab-0a58a9feac02,20240530T175500,20241031T034500,20240601T074423,PERTURBATION,BLOQUANTE,Bus 86 : Préparation des Jeux de Paris 2024 - Arrêt(s) non desservi(s),<p>La ligne 86 est déviée : les arrêts situés entre Champ de Mars et École Militaire ne sont plus desservis en direction de Demi-Lune – Parc Zoologique. Reprise estimée : jeudi 31 octobre 2024 à 03h00. Raison : préparation des Jeux de Paris 2024.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,
16ef77c8-1fdb-11ef-bc03-0a58a9feac02,20240601T074800,20240601T184500,20240601T075211,PERTURBATION,BLOQUANTE,Bus 40 : Manifestation - Arrêt(s) non desservi(s),<p>La ligne 40 est déviée : les arrêts situés entre Orsel et Tholoze ne sont plus desservis en direction de Mairie du 18e – Jules Joffrin. Reprise estimée : 18h00. Raison : manifestation.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,
008101b0-1fdf-11ef-bc03-0a58a9feac02,20240601T081200,20240717T214500,20240601T082011,PERTURBATION,BLOQUANTE,Bus 42 : Préparation des Jeux de Paris 2024 - Arrêt(s) non desservi(s),<p>La ligne 42 est déviée : les arrêts situés entre Rond-Point des Champs-Élysées et Gare Saint-Lazare ne sont plus desservis en direction de Gare Saint-Lazare. Reprise estimée : mercredi 17 juillet 2024 à 21h00. Raison : préparation des Jeux de Paris 2024.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,
