Disruption ID,Begin,End,Last Update,Cause,Severity,Title,Message,Tags
c04368ae-021a-11ef-9935-0a58a9feac02,20240720T230000,20240721T001000,20240424T111219,TRAVAUX,PERTURBEE,Ligne P : Château-Thierry - Paris Est 13 au 21/07,"<p>P&#233;riode : entre 23h00 et 00h10<br><br>Dates : samedi 13, dimanche 14,&#160;samedi 20 et dimanche 21 juillet<br><br>L'horaire du train PIMO de 23h04 au d&#233;part de Ch&#226;teau-Thierry vers Paris Est est avanc&#233; d'1 minute &#224; Meaux (23h43 au lieu de 23h44).<br><br>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.<br><br>Motif : travaux.<br></p>",Actualité
e1321300-021d-11ef-a614-0a58a9feac02,20240716T105000,20240716T114000,20240424T113442,TRAVAUX,PERTURBEE,Ligne P : Paris Est - Meaux le 16/07,"<p>P&#233;riode : entre 10h55 et 11h40<br><br>Date : mardi 16 juillet<br><br>Les horaires du train MICI de 11h01 au d&#233;part de Paris Est vers Meaux sont avanc&#233;s :<br>- de 4 minutes &#224; Paris Est, d&#233;part &#224; 10h57,<br>- de 3 minutes entre Chelles - Gournay et Meaux, arriv&#233;e &#224; 11h37.<br><br>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.<br><br>Motif : travaux.<br></p>",Actualité
4173b6c6-0221-11ef-bdfc-0a58a9feac02,20240716T112000,20240716T134000,20240424T115852,TRAVAUX,PERTURBEE,Ligne P : Paris Est - Meaux suppressions le 16/07,<p>P&#233;riode : entre 11h20 et 13h40<br><br>Date : mardi 16 juillet<br><br>Les trains suivants sont supprim&#233;s :<br>- PICI de 11h20 &#224; Meaux pour Paris-Est<br>- MICI de 12h31 &#224; Paris-Est pour Meaux<br><br>Prochains trains &#224; circuler :<br>- PICI de 11h50 &#224; Meaux pour Paris-Est<br>- MICI de 13h01 &#224; Paris-Est pour Meaux<br><br>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.<br><br>Motif : travaux.<br></p>,Actualité
cdbaa392-0221-11ef-9935-0a58a9feac02,20240424T120000,20240705T235900,20240424T120248,TRAVAUX,PERTURBEE,⚠️Travaux - Ligne LM - Du 15 Avril au 05 Juillet 2024,"<p>⚠️Travaux - Ligne LM - Du 15 Avril au 05 Juillet 2024</p><p>&nbsp;</p><p>En raison de travaux rue Pierre Brossolette, la ligne LM est déviée en direction du Lycée de Montgeron.</p><p>&nbsp;</p><p>❌L’arrêt Orée de Sénart ne sera pas desservi</p><p>✅Report à l’arrêt Orée de Sénart de la ligne 13</p><p>&nbsp;</p><p>Veuillez nous excuser</p>",Actualité
7949eb78-0236-11ef-9935-0a58a9feac02,20240622T040000,20240623T163000,20240424T143045,TRAVAUX,PERTURBEE,Ligne N: Epône-M. - Mantes-la-J. du 22/06 au 23/06,<p>P&#233;riode : du samedi d&#233;but de journ&#233;e au dimanche &#224; 16h30.<br><br>Dates : le week-end des 22 et 23 juin 2024. Le trafic est interrompu entre &#201;p&#244;ne - M&#233;zi&#232;res et Mantes-la-Jolie.<br><br>Les missions Mantes la Jolie circulent uniquement entre Plaisir Grignon et &#201;p&#244;ne - M&#233;zi&#232;res.<br><br>Un service de bus de remplacement est mis en place entre &#201;p&#244;ne - M&#233;zi&#232;res et Mantes-la-Jolie.<br></p><p>Les missions Plaisir Grignon circulent normalement.<br><br>Premier train &#224; circuler le dimanche 23 juin 2024 : MOPI de 15h50 de Paris Montparnasse pour Mantes-la-Jolie.<br><br>Premier train &#224; circuler le dimanche 23 juin 2024 : POMI de 17h54 de Mantes-la-Jolie pour Paris Montparnasse.<br><br>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.Motif : travaux de maintenance.<br></p>,Actualité
91f42010-0238-11ef-9935-0a58a9feac02,20240603T220000,20240604T025900,20240424T144546,TRAVAUX,PERTURBEE,Ligne N : Paris - Rambouillet du 3 au 7 juin 2024.,"<p>P&#233;riode : en semaine, le soir &#224; partir de 22h20.</p><p>Dates :  du lundi 03 juin au vendredi 07 juin 2024.</p><p>Le trafic est interrompu entre Paris Montparnasse et Rambouillet dans les 2 sens.<br><br>Dernier train de Paris Montparnasse vers Rambouillet : 23h35.<br>Dernier train de Rambouillet vers Paris Montparnasse : 21h52.<br></p><p>Un service de bus de remplacement est mis en place, avec desserte des gares interm&#233;diaires.<br><br>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.</p><p>Motif : travaux de maintenance.<br></p>",Actualité
91f42010-0238-11ef-9935-0a58a9feac02,20240604T220000,20240605T025900,20240424T144546,TRAVAUX,PERTURBEE,Ligne N : Paris - Rambouillet du 3 au 7 juin 2024.,"<p>P&#233;riode : en semaine, le soir &#224; partir de 22h20.</p><p>Dates :  du lundi 03 juin au vendredi 07 juin 2024.</p><p>Le trafic est interrompu entre Paris Montparnasse et Rambouillet dans les 2 sens.<br><br>Dernier train de Paris Montparnasse vers Rambouillet : 23h35.<br>Dernier train de Rambouillet vers Paris Montparnasse : 21h52.<br></p><p>Un service de bus de remplacement est mis en place, avec desserte des gares interm&#233;diaires.<br><br>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.</p><p>Motif : travaux de maintenance.<br></p>",Actualité
91f42010-0238-11ef-9935-0a58a9feac02,20240605T220000,20240606T025900,20240424T144546,TRAVAUX,PERTURBEE,Ligne N : Paris - Rambouillet du 3 au 7 juin 2024.,"<p>P&#233;riode : en semaine, le soir &#224; partir de 22h20.</p><p>Dates :  du lundi 03 juin au vendredi 07 juin 2024.</p><p>Le trafic est interrompu entre Paris Montparnasse et Rambouillet dans les 2 sens.<br><br>Dernier train de Paris Montparnasse vers Rambouillet : 23h35.<br>Dernier train de Rambouillet vers Paris Montparnasse : 21h52.<br></p><p>Un service de bus de remplacement est mis en place, avec desserte des gares interm&#233;diaires.<br><br>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.</p><p>Motif : travaux de maintenance.<br></p>",Actualité
d893ef4a-0239-11ef-9935-0a58a9feac02,20240610T220000,20240611T025900,20240424T145454,TRAVAUX,PERTURBEE,Ligne N : Paris - Rambouillet du 10 au 14 juin.,"<p>P&#233;riode : en semaine, le soir &#224; partir de 22h20.<br><br>Dates : du lundi 10 juin au vendredi 14 juin 2024.<br><br>Le trafic est interrompu entre Paris Montparnasse et Rambouillet dans les 2 sens.</p><p>Dernier train de Paris Montparnasse vers Rambouillet : 22h35.</p><p>Dernier train de Rambouillet vers Paris Montparnasse : 21h52.</p><p>Un service de bus de remplacement est mis en place, avec desserte des gares interm&#233;diaires.</p><p>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.<br><br>Motif : travaux de maintenance.<br></p>",Actualité
d893ef4a-0239-11ef-9935-0a58a9feac02,20240611T220000,20240612T025900,20240424T145454,TRAVAUX,PERTURBEE,Ligne N : Paris - Rambouillet du 10 au 14 juin.,"<p>P&#233;riode : en semaine, le soir &#224; partir de 22h20.<br><br>Dates : du lundi 10 juin au vendredi 14 juin 2024.<br><br>Le trafic est interrompu entre Paris Montparnasse et Rambouillet dans les 2 sens.</p><p>Dernier train de Paris Montparnasse vers Rambouillet : 22h35.</p><p>Dernier train de Rambouillet vers Paris Montparnasse : 21h52.</p><p>Un service de bus de remplacement est mis en place, avec desserte des gares interm&#233;diaires.</p><p>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.<br><br>Motif : travaux de maintenance.<br></p>",Actualité
